date,description,guests,state,location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"SEP 29"," Holyoke Town Hall with Elizabeth Warren ",2365," MA","Holyoke City Hall Auditorium, 536 Dwight Street, Holyoke, MA",42.173858,-72.492672,1,street_center,,"Holyoke St",Ludlow,MA,"Hampden County",01056,US,"TIGER/Line® dataset from the US Census Bureau"
"SEP 21"," Unity Rally in Lowell with Elizabeth Warren ",982," MA","UMass Lowell Inn & Conference Center, Lowell, MA",42.656045,-71.303309,1,place,,,Lowell,MA,"Middlesex County",01850,US,"TIGER/Line® dataset from the US Census Bureau"
"SEP 16"," Massachusetts Democrats Organizing Meeting with Elizabeth Warren ",1030," MA","May Street Auditorium, Worcester State University - 280 May Street, Worcester, MA",42.258916,-71.829807,1,street_center,,"May St",Worcester,MA,"Worcester County",01602,US,"TIGER/Line® dataset from the US Census Bureau"
"SEP 15"," Quincy Town Hall with Elizabeth Warren ",1208," MA","Quincy High School, Quincy, MA",42.239673,-71.008139,1,street_center,,"Quincy St",Quincy,MA,"Norfolk County",02169,US,"TIGER/Line® dataset from the US Census Bureau"
"SEP 9"," Unity Rally with Elizabeth Warren & Ayanna Pressley ",2892," MA","Cambridge Community Center, Cambridge, MA",42.372866,-71.095128,1,street_center,,"Cambridge St",Cambridge,MA,"Middlesex County",02139,US,"TIGER/Line® dataset from the US Census Bureau"
"AUG 25"," March with Elizabeth Warren in Boston Caribbean Carnival Parade ",611," MA","Roxbury YMCA, Boston, MA",42.330743,-71.088004,1,street_center,,"Roxbury St",Boston,MA,"Suffolk County",02119,US,"TIGER/Line® dataset from the US Census Bureau"
"AUG 11"," Outer Cape Town Hall with Elizabeth Warren ",981," MA","Nauset Regional High School, Eastham, MA",41.854977,-69.968668,1,street_center,,"Nauset Rd",Eastham,MA,"Barnstable County",02642,US,"TIGER/Line® dataset from the US Census Bureau"
"AUG 9"," Fitchburg Town Hall with Elizabeth Warren ",1084," MA","Conlon Fine Arts Building, Fitchburg State University, 367 North Street, Fitchburg, MA",42.583689,-71.816767,1,place,,,Fitchburg,MA,"Worcester County",01420,US,"TIGER/Line® dataset from the US Census Bureau"
"AUG 8"," Woburn Town Hall with Elizabeth Warren ",1077," MA","Woburn Memorial High School, Woburn, MA",42.488595,-71.157271,1,place,,,Woburn,MA,"Middlesex County",01801,US,"TIGER/Line® dataset from the US Census Bureau"
"JUL 28"," South End Town Hall with Elizabeth Warren ",2828," MA","Benjamin Franklin Institute of Technology, Boston, MA",42.370567,-71.026964,1,place,,,Boston,MA,"Suffolk County",02101,US,"TIGER/Line® dataset from the US Census Bureau"
"JUL 22"," Great Barrington Town Hall with Elizabeth Warren ",1587," MA","Mahaiwe Performing Arts Center, Great Barrington, MA",42.187068,-73.364635,1,street_center,,"Mahaiwe St","Great Barrington",MA,"Berkshire County",01230,US,"TIGER/Line® dataset from the US Census Bureau"
"JUL 8"," Natick Town Hall + Cookout with Elizabeth Warren ",3668," MA","Belkin Family Lookout Farm, Natick, MA",42.28343,-71.3495,1,place,,,Natick,MA,"Middlesex County",01760,US,"TIGER/Line® dataset from the US Census Bureau"
"JUN 16"," Newburyport Town Hall with Elizabeth Warren ",1060," MA","Newburyport High School, Newburyport, MA",42.80965,-70.873196,1,place,,,Newburyport,MA,"Essex County",01950,US,"TIGER/Line® dataset from the US Census Bureau"
"JUN 9"," March/Dance with Elizabeth Warren in Boston Pr",1269," MA","Boston, Massachusetts, Boston, MA",42.324701,-71.059233,1,street_center,,"Boston St",Boston,MA,"Suffolk County",02125,US,"TIGER/Line® dataset from the US Census Bureau"
"MAY 12"," New Bedford Town Hall with Elizabeth Warren ",850," MA","Greater New Bedford Regional Vocational-Technical High School, New Bedford, MA",41.633416,-70.951045,1,place,,,"New Bedford",MA,"Bristol County",02740,US,"TIGER/Line® dataset from the US Census Bureau"
"APR 28"," Brockton Town Hall with Elizabeth Warren ",1055," MA","West Middle School, Brockton, MA",42.079399,-71.03999,1,place,,,Brockton,MA,"Plymouth County",02301,US,"TIGER/Line® dataset from the US Census Bureau"
"APR 21"," Cape Cod Conversation with Elizabeth Warren on the Opioid Crisis ",763," MA","Cape Cod Regional Technical High School, Harwich, MA",41.693476,-70.306683,1,street_center,,"Cape Cod Ln",Barnstable,MA,"Barnstable County",02630,US,"TIGER/Line® dataset from the US Census Bureau"
"APR 13"," Cordray for Ohio Rally with Elizabeth Warren ",1406," OH","Newport Music Hall, Columbus, OH",39.903848,-82.859098,1,street_center,,"Newport Rd",Columbus,OH,"Franklin County",43232,US,"TIGER/Line® dataset from the US Census Bureau"
"APR 5"," Dorchester Reporter Town Hall with Elizabeth Warren ",1411," MA","Boston Teachers Union, Boston, MA",42.324701,-71.059233,1,street_center,,"Boston St",Boston,MA,"Suffolk County",02125,US,"TIGER/Line® dataset from the US Census Bureau"
"MAR 10"," Weymouth Town Hall with Elizabeth Warren ",1348," MA","Weymouth High School, Weymouth, MA",42.20794,-70.95514,1,place,,,Weymouth,MA,"Norfolk County",02188,US,"TIGER/Line® dataset from the US Census Bureau"
"MAR 9"," Springfield Open House with Elizabeth Warren ",1265," MA","Springfield Technical Community College, Springfield, MA",42.132508,-72.600365,1,street_center,,"Springfield St",Springfield,MA,"Hampden County",01107,US,"TIGER/Line® dataset from the US Census Bureau"
"FEB 25"," Holden Town Hall with Elizabeth Warren ",2206," MA","Wachusett Regional High School, Holden, MA",42.361441,-71.838962,1,street_center,,"Wachusett St",Holden,MA,"Worcester County",01520,US,"TIGER/Line® dataset from the US Census Bureau"
"FEB 10"," Franklin Town Hall with Elizabeth Warren ",2852," MA","Franklin High School (Massachusetts), Franklin, MA",42.08868,-71.404814,1,place,,,Franklin,MA,"Norfolk County",02038,US,"TIGER/Line® dataset from the US Census Bureau"
